Energy	Th_initial	
0.027466064	0.149295500	0.002985910000000
0.027472427	0.149278210	0.002985564200000
0.027478686	0.149261210	0.002985224200000
0.027485048	0.149243930	0.002984878600000
0.027491411	0.149226660	0.002984533200000
0.027497671	0.149209680	0.002984193600000
0.027504034	0.149192420	0.002983848400000
0.027510397	0.149175160	0.002983503200000
0.027516656	0.149158200	0.002983164000000
0.027523018	0.149140960	0.002982819200000
0.027529381	0.149123720	0.002982474400000
0.027535744	0.149106490	0.002982129800000
0.027542108	0.149089260	0.002981785200000
0.027548367	0.149072320	0.002981446400000
0.027554730	0.149055110	0.002981102200000
0.027561093	0.149037910	0.002980758200000
0.027567456	0.149020710	0.002980414200000
0.027573818	0.149003510	0.002980070200000
0.027580182	0.148986320	0.002979726400000
0.027586546	0.148969140	0.002979382800000
0.027592804	0.148952240	0.002979044800000
0.027599167	0.148935070	0.002978701400000
0.027605530	0.148917910	0.002978358200000
0.027611893	0.148900750	0.002978015000000
0.027618256	0.148883590	0.002977671800000
0.027624619	0.148866450	0.002977329000000
0.027630983	0.148849300	0.002976986000000
0.027637346	0.148832170	0.002976643400000
0.027643709	0.148815040	0.002976300800000
0.027650071	0.148797910	0.002975958200000
0.027656434	0.148780800	0.002975616000000
0.027662797	0.148763690	0.002975273800000
0.027669161	0.148746580	0.002974931600000
0.027675524	0.148729480	0.002974589600000
0.027681992	0.148712100	0.002974242000000
0.027688354	0.148695010	0.002973900200000
0.027694717	0.148677930	0.002973558600000
0.027701080	0.148660860	0.002973217200000
0.027707444	0.148643780	0.002972875600000
0.027713807	0.148626720	0.002972534400000
0.027720170	0.148609660	0.002972193200000
0.027726637	0.148592330	0.002971846600000
0.027733000	0.148575280	0.002971505600000
0.027739363	0.148558240	0.002971164800000
0.027745726	0.148541210	0.002970824200000
0.027752089	0.148524180	0.002970483600000
0.027758557	0.148506870	0.002970137400000
0.027764920	0.148489850	0.002969797000000
0.027771283	0.148472840	0.002969456800000
0.027777750	0.148455560	0.002969111200000
0.027784113	0.148438560	0.002968771200000
0.027790477	0.148421560	0.002968431200000
0.027796945	0.148404290	0.002968085800000
0.027803307	0.148387310	0.002967746200000
0.027809670	0.148370340	0.002967406800000
0.027816137	0.148353090	0.002967061800000
0.027822500	0.148336120	0.002966722400000
0.027828863	0.148319170	0.002966383400000
0.027835331	0.148301930	0.002966038600000
0.027841799	0.148284710	0.002965694200000
0.027848162	0.148267770	0.002965355400000
0.027854525	0.148250830	0.002965016600000
0.027860992	0.148233620	0.002964672400000
0.027867459	0.148216420	0.002964328400000
0.027873822	0.148199510	0.002963990200000
0.027880185	0.148182590	0.002963651800000
0.027886653	0.148165410	0.002963308200000
0.027893120	0.148148230	0.002962964600000
0.027899588	0.148131060	0.002962621200000
0.027905950	0.148114170	0.002962283400000
0.027912313	0.148097290	0.002961945800000
0.027918781	0.148080130	0.002961602600000
0.027925249	0.148062980	0.002961259600000
0.027931716	0.148045840	0.002960916800000
0.027938079	0.148028980	0.002960579600000
0.027944442	0.148012130	0.002960242600000
0.027950909	0.147995010	0.002959900200000
0.027957376	0.147977890	0.002959557800000
0.027963844	0.147960770	0.002959215400000
0.027970312	0.147943670	0.002958873400000
0.027976779	0.147926570	0.002958531400000
0.027983142	0.147909750	0.002958195000000
0.027989505	0.147892930	0.002957858600000
0.027995972	0.147875850	0.002957517000000
0.028002440	0.147858770	0.002957175400000
0.028008908	0.147841700	0.002956834000000
0.028015375	0.147824640	0.002956492800000
0.028021842	0.147807580	0.002956151600000
0.028028309	0.147790520	0.002955810400000
0.028034776	0.147773480	0.002955469600000
0.028041244	0.147756440	0.002955128800000
0.028047712	0.147739400	0.002954788000000
0.028054180	0.147722370	0.002954447400000
0.028060647	0.147705340	0.002954106800000
0.028067114	0.147688330	0.002953766600000
0.028073581	0.147671320	0.002953426400000
0.028080048	0.147654310	0.002953086200000
0.028086516	0.147637310	0.002952746200000
0.028092984	0.147620310	0.002952406200000
0.028099451	0.147603320	0.002952066400000
0.028105918	0.147586340	0.002951726800000
0.028112385	0.147569360	0.002951387200000
0.028118853	0.147552390	0.002951047800000
0.028125320	0.147535430	0.002950708600000
0.028131788	0.147518470	0.002950369400000
0.028138256	0.147501510	0.002950030200000
0.028144723	0.147484570	0.002949691400000
0.028151190	0.147467620	0.002949352400000
0.028157657	0.147450690	0.002949013800000
0.028164124	0.147433760	0.002948675200000
0.028170592	0.147416830	0.002948336600000
0.028177060	0.147399910	0.002947998200000
0.028183527	0.147383000	0.002947660000000
0.028190099	0.147365820	0.002947316400000
0.028196670	0.147348650	0.002946973000000
0.028203137	0.147331760	0.002946635200000
0.028209604	0.147314870	0.002946297400000
0.028216072	0.147297980	0.002945959600000
0.028222540	0.147281100	0.002945622000000
0.028229008	0.147264230	0.002945284600000
0.028235475	0.147247370	0.002944947400000
0.028242046	0.147230230	0.002944604600000
0.028248617	0.147213110	0.002944262200000
